Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
Host_DP15_rep3_clean_1	Host_DP15_rep3_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5071847.0	0.0	15-151	37.0	62.113515118327115	98.59770671315597	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
Host_DP15_rep3_clean_2	Host_DP15_rep3_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5071847.0	0.0	15-151	37.0	72.69535614617433	83.39527907683335	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
Host_Mix_rep1_clean_1	Host_Mix_rep1_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6038057.0	0.0	15-151	38.0	60.49618163252875	97.93378681254582	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
Host_Mix_rep1_clean_2	Host_Mix_rep1_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6038057.0	0.0	15-151	38.0	70.03744954450724	84.21989954715565	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
Host_Mix_rep2_clean_1	Host_Mix_rep2_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3906385.0	0.0	15-151	38.0	74.63866232084057	88.13139309105478	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
Host_Mix_rep2_clean_2	Host_Mix_rep2_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3906385.0	0.0	15-151	38.0	87.8636778508391	64.16487980575391	pass	pass	fail	pass	warn	pass	pass	warn	pass	pass	pass
Host_Mix_rep3_clean_1	Host_Mix_rep3_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5003813.0	0.0	15-151	38.0	63.34597880303702	97.51410074677051	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
Host_Mix_rep3_clean_2	Host_Mix_rep3_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5003813.0	0.0	15-151	38.0	74.03337273263926	81.64257836973523	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
Phage_Bill_rep1_clean_1	Phage_Bill_rep1_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3915320.0	0.0	15-151	37.0	22.593979731853757	97.46210296987219	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
Phage_Bill_rep1_clean_2	Phage_Bill_rep1_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3915320.0	0.0	15-151	37.0	36.27493889466608	88.64556919996322	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
Phage_Bill_rep2_clean_1	Phage_Bill_rep2_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3481427.0	0.0	15-151	37.0	21.314435425216132	100.8163086573408	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
Phage_Bill_rep2_clean_2	Phage_Bill_rep2_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3481427.0	0.0	15-151	37.0	39.18074104044946	86.99317061653167	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
Phage_Bill_rep3_clean_1	Phage_Bill_rep3_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5028378.0	0.0	15-151	37.0	15.223923810311351	102.8806032482045	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
Phage_Bill_rep3_clean_2	Phage_Bill_rep3_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5028378.0	0.0	15-151	37.0	34.59003623724113	87.55822911483584	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
Phage_Bob_rep1_clean_1	Phage_Bob_rep1_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4437748.0	0.0	15-151	36.0	19.721168610532636	100.1813539209527	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
Phage_Bob_rep1_clean_2	Phage_Bob_rep1_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4437748.0	0.0	15-151	36.0	32.61560107873218	91.74894112959997	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
Phage_Bob_rep2_clean_1	Phage_Bob_rep2_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4880913.0	0.0	15-151	36.0	19.73776146749927	99.33160640232678	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
Phage_Bob_rep2_clean_2	Phage_Bob_rep2_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4880913.0	0.0	15-151	36.0	34.42362071558222	89.1626341219358	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
Phage_Bob_rep3_clean_1	Phage_Bob_rep3_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4663639.0	0.0	15-151	36.0	19.37491053269574	100.53328527358143	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
Phage_Bob_rep3_clean_2	Phage_Bob_rep3_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4663639.0	0.0	15-151	36.0	35.122111820383886	88.78534873732723	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
Phage_CCS4_rep1_clean_1	Phage_CCS4_rep1_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4699719.0	0.0	15-151	36.0	19.18846052516297	100.09174080407786	pass	pass	pass	pass	warn	pass	pass	warn	fail	pass	pass
Phage_CCS4_rep1_clean_2	Phage_CCS4_rep1_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4699719.0	0.0	15-151	36.0	34.23663052530496	87.2416487028267	pass	pass	pass	pass	warn	pass	pass	warn	fail	pass	pass
Phage_CCS4_rep2_clean_1	Phage_CCS4_rep2_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3450549.0	0.0	15-151	36.0	23.788653520867065	99.25207872718225	pass	pass	pass	pass	warn	pass	pass	warn	fail	pass	pass
Phage_CCS4_rep2_clean_2	Phage_CCS4_rep2_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3450549.0	0.0	15-151	36.0	36.45657693871002	88.75954579981331	pass	pass	pass	pass	warn	pass	pass	warn	fail	pass	pass
Phage_CCS4_rep3_clean_1	Phage_CCS4_rep3_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4317467.0	0.0	15-151	36.0	20.855003248242713	100.23320687801436	pass	pass	pass	pass	warn	pass	pass	warn	fail	pass	pass
Phage_CCS4_rep3_clean_2	Phage_CCS4_rep3_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4317467.0	0.0	15-151	36.0	37.15362079046384	85.1449217793674	pass	pass	pass	pass	warn	pass	pass	warn	fail	pass	pass
Phage_Car_rep1_clean_1	Phage_Car_rep1_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4410716.0	0.0	15-151	36.0	25.759802706180402	100.45671564435344	pass	pass	pass	pass	warn	pass	pass	warn	fail	pass	pass
Phage_Car_rep1_clean_2	Phage_Car_rep1_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4410716.0	0.0	15-151	36.0	38.49711554406559	89.08754156921461	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
Phage_Car_rep2_clean_1	Phage_Car_rep2_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4047149.0	0.0	15-151	36.0	26.47600756947491	100.67826091898272	pass	pass	pass	pass	warn	pass	pass	warn	fail	pass	pass
Phage_Car_rep2_clean_2	Phage_Car_rep2_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4047149.0	0.0	15-151	36.0	39.54955695291186	88.70967191966493	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
Phage_Car_rep3_clean_1	Phage_Car_rep3_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4450232.0	0.0	15-151	36.0	25.663598641956938	100.89609507998684	pass	pass	pass	pass	warn	pass	pass	warn	fail	pass	pass
Phage_Car_rep3_clean_2	Phage_Car_rep3_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4450232.0	0.0	15-151	36.0	39.163934542811894	88.51719618213163	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
Phage_Cousins_rep1_clean_1	Phage_Cousins_rep1_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4619285.0	0.0	15-151	36.0	29.82885639117015	100.5131237843086	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
Phage_Cousins_rep1_clean_2	Phage_Cousins_rep1_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4619285.0	0.0	15-151	36.0	41.51012838842733	89.12690622033496	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
Phage_Cousins_rep2_clean_1	Phage_Cousins_rep2_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2334350.0	0.0	15-151	37.0	40.09398262598195	97.04435967185726	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
Phage_Cousins_rep2_clean_2	Phage_Cousins_rep2_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2334350.0	0.0	15-151	36.0	44.84931029627655	93.38352603508471	pass	pass	pass	pass	warn	pass	pass	warn	fail	pass	pass
Phage_Cousins_rep3_clean_1	Phage_Cousins_rep3_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4242157.0	0.0	15-151	36.0	29.241444290512625	100.88696292947196	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
Phage_Cousins_rep3_clean_2	Phage_Cousins_rep3_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4242157.0	0.0	15-151	36.0	43.43792327694723	87.3752916264061	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
Phage_DP15_C1I_T20_clean_1	Phage_DP15_C1I_T20_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4447530.0	0.0	15-151	36.0	51.397231755720874	98.27637587604805	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
Phage_DP15_C1I_T20_clean_2	Phage_DP15_C1I_T20_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4447530.0	0.0	15-151	36.0	54.715765745930845	87.9992688076303	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
Phage_DP15_C1M_T20_clean_1	Phage_DP15_C1M_T20_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4715510.0	0.0	15-151	37.0	53.38741284897579	100.01564793627837	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
Phage_DP15_C1M_T20_clean_2	Phage_DP15_C1M_T20_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4715510.0	0.0	15-151	37.0	58.52611718292725	88.17194449805005	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
Phage_DP15_C2I_T20_clean_1	Phage_DP15_C2I_T20_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4736142.0	0.0	15-151	37.0	62.99939963772796	99.93298321714171	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
Phage_DP15_C2I_T20_clean_2	Phage_DP15_C2I_T20_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4736142.0	0.0	15-151	37.0	74.21646089827814	83.29251783413588	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
Phage_DP15_C2M_T20_clean_1	Phage_DP15_C2M_T20_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4495167.0	0.0	15-151	36.0	43.08039244114404	99.96808149730589	pass	pass	pass	pass	warn	pass	pass	warn	fail	pass	pass
Phage_DP15_C2M_T20_clean_2	Phage_DP15_C2M_T20_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4495167.0	0.0	15-151	36.0	51.58208365488445	85.43226803364591	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
Phage_DP15_C3I_T20_clean_1	Phage_DP15_C3I_T20_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3020359.0	0.0	15-151	37.0	68.14179093845543	101.51770501453635	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
Phage_DP15_C3I_T20_clean_2	Phage_DP15_C3I_T20_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3020359.0	0.0	15-151	37.0	76.29119363029199	88.6313279315472	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
Phage_DP15_C3M_T20_clean_1	Phage_DP15_C3M_T20_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3657774.0	0.0	15-151	36.0	49.58729645873224	101.02282399076597	pass	pass	pass	pass	warn	pass	pass	warn	fail	pass	pass
Phage_DP15_C3M_T20_clean_2	Phage_DP15_C3M_T20_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3657774.0	0.0	15-151	36.0	59.85200825892696	82.54071465322899	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
Phage_DP15_S1I_T20_clean_1	Phage_DP15_S1I_T20_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5296908.0	0.0	15-151	36.0	49.7455606029007	99.76180216835935	pass	pass	pass	pass	warn	pass	pass	warn	fail	pass	pass
Phage_DP15_S1I_T20_clean_2	Phage_DP15_S1I_T20_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5296908.0	0.0	15-151	36.0	56.739915927871806	85.29388711301009	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
Phage_DP15_S1M_T20_clean_1	Phage_DP15_S1M_T20_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3531963.0	0.0	15-151	36.0	57.44251009073119	100.51944853329438	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
Phage_DP15_S1M_T20_clean_2	Phage_DP15_S1M_T20_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3531963.0	0.0	15-151	36.0	67.90429335274987	79.61522445167178	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
Phage_DP15_S2I_T20_clean_1	Phage_DP15_S2I_T20_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4507353.0	0.0	15-151	37.0	60.29301778626124	98.83275616531476	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
Phage_DP15_S2I_T20_clean_2	Phage_DP15_S2I_T20_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4507353.0	0.0	15-151	37.0	69.27800710429493	82.11647501316183	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
Phage_DP15_S2M_T20_clean_1	Phage_DP15_S2M_T20_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4021789.0	0.0	15-151	36.0	54.543699237729584	99.26057408780024	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
Phage_DP15_S2M_T20_clean_2	Phage_DP15_S2M_T20_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4021789.0	0.0	15-151	36.0	60.10621597235338	85.95058815865278	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
Phage_DP15_S3I_T20_clean_1	Phage_DP15_S3I_T20_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3445219.0	0.0	15-151	36.0	52.34760728219355	98.05569863628408	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
Phage_DP15_S3I_T20_clean_2	Phage_DP15_S3I_T20_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3445219.0	0.0	15-151	36.0	58.45287634122458	85.6002425390084	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
Phage_DP15_S3M_T20_clean_1	Phage_DP15_S3M_T20_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5688998.0	0.0	15-151	37.0	57.969594514645195	99.55412359083269	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
Phage_DP15_S3M_T20_clean_2	Phage_DP15_S3M_T20_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5688998.0	0.0	15-151	37.0	66.25697269929964	84.31466613277065	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
Phage_Sisters_rep1_clean_1	Phage_Sisters_rep1_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4474604.0	0.0	15-151	36.0	35.8377000266832	100.59370080570258	pass	pass	pass	pass	warn	pass	pass	warn	fail	pass	pass
Phage_Sisters_rep1_clean_2	Phage_Sisters_rep1_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4474604.0	0.0	15-151	36.0	44.18390382030437	90.27817098451617	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
Phage_Sisters_rep2_clean_1	Phage_Sisters_rep2_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4062152.0	0.0	15-151	36.0	35.98553394694563	100.66998403801729	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
Phage_Sisters_rep2_clean_2	Phage_Sisters_rep2_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4062152.0	0.0	15-151	36.0	44.94039216241553	90.13299354627793	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
Phage_Sisters_rep3_clean_1	Phage_Sisters_rep3_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4376114.0	0.0	15-151	36.0	33.45237389493228	102.28086722603662	pass	pass	pass	pass	warn	pass	pass	warn	fail	pass	pass
Phage_Sisters_rep3_clean_2	Phage_Sisters_rep3_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4376114.0	0.0	15-151	36.0	44.409613663206194	89.74073481632334	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
Phage_Ump_rep1_clean_1	Phage_Ump_rep1_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2953249.0	0.0	15-151	40.0	11.909854703710261	100.66347029999841	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
Phage_Ump_rep1_clean_2	Phage_Ump_rep1_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2953249.0	0.0	15-151	40.0	27.95213874114021	89.96529381708078	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
Phage_Ump_rep2_clean_1	Phage_Ump_rep2_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2502092.0	0.0	15-151	40.0	13.960150548031416	99.84173363729231	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
Phage_Ump_rep2_clean_2	Phage_Ump_rep2_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2502092.0	0.0	15-151	40.0	30.241087835837003	89.0861191355074	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
Phage_Ump_rep3_clean_1	Phage_Ump_rep3_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4136344.0	0.0	15-151	40.0	8.912595178559425	101.73230877315814	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
Phage_Ump_rep3_clean_2	Phage_Ump_rep3_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4136344.0	0.0	15-151	40.0	25.813231620528747	89.35056779610207	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
S1I_T01_clean_1	S1I_T01_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3369453.0	0.0	15-151	37.0	72.52592960649359	81.8992566449213	pass	pass	pass	pass	warn	pass	pass	warn	pass	pass	pass
S1I_T01_clean_2	S1I_T01_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3369453.0	0.0	15-151	37.0	66.77308801324335	86.7913907687687	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
S1I_T02_clean_1	S1I_T02_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4846509.0	0.0	15-151	36.0	35.09388857305949	100.35246710570433	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
S1I_T02_clean_2	S1I_T02_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4846509.0	0.0	15-151	36.0	46.48564315270273	86.48513063733091	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
S1I_T03_clean_1	S1I_T03_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4313758.0	0.0	15-151	36.0	25.89207494299509	99.83101184628345	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
S1I_T03_clean_2	S1I_T03_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4313758.0	0.0	15-151	36.0	41.4956352480912	86.28658121294704	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
S1I_T04_clean_1	S1I_T04_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	738753.0	0.0	15-151	37.0	53.90379881220504	90.23918549230933	pass	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass
S1I_T04_clean_2	S1I_T04_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	738753.0	0.0	15-151	37.0	54.05190452462404	91.38871855681127	pass	pass	fail	pass	fail	warn	pass	warn	warn	pass	pass
S1I_T05_clean_1	S1I_T05_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2142346.0	0.0	15-151	36.0	32.980383517304304	96.45219119600662	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
S1I_T05_clean_2	S1I_T05_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2142346.0	0.0	15-151	36.0	40.54535137199414	92.16661500990035	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
S1I_T10_clean_1	S1I_T10_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2838710.0	0.0	15-151	36.0	26.795695202049764	99.64404430181315	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
S1I_T10_clean_2	S1I_T10_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2838710.0	0.0	15-151	36.0	37.18252666123915	93.36073815218884	pass	pass	pass	pass	fail	warn	pass	warn	fail	pass	pass
S1I_T15_clean_1	S1I_T15_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5198553.0	0.0	15-151	36.0	29.33479387758982	99.36526414177176	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
S1I_T15_clean_2	S1I_T15_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5198553.0	0.0	15-151	36.0	43.00200156480429	85.72279189997678	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
S1I_T20_clean_1	S1I_T20_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4404958.0	0.0	15-151	36.0	32.176486831773474	95.7776183110032	pass	pass	pass	pass	warn	pass	pass	warn	fail	pass	pass
S1I_T20_clean_2	S1I_T20_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4404958.0	0.0	15-151	36.0	44.83105115284318	83.68858000462207	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
S1M_T01_clean_1	S1M_T01_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2265029.0	0.0	15-151	37.0	69.58602248063929	85.23593516904198	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
S1M_T01_clean_2	S1M_T01_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2265029.0	0.0	15-151	37.0	63.70483263892627	90.8729190663784	pass	pass	pass	pass	warn	warn	pass	warn	warn	pass	pass
S1M_T02_clean_1	S1M_T02_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3314722.0	0.0	15-151	37.0	52.64952011570294	99.91708656110528	pass	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass
S1M_T02_clean_2	S1M_T02_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3314722.0	0.0	15-151	37.0	56.95914763587208	89.5097564742986	pass	pass	pass	pass	warn	warn	pass	warn	warn	pass	pass
S1M_T03_clean_1	S1M_T03_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2910659.0	0.0	15-151	37.0	52.80043938603328	99.28304140059004	pass	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass
S1M_T03_clean_2	S1M_T03_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2910659.0	0.0	15-151	37.0	57.502818794355434	89.44501983914982	pass	pass	pass	pass	warn	warn	pass	warn	warn	pass	pass
S1M_T04_clean_1	S1M_T04_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2422238.0	0.0	15-151	36.0	54.125283981702765	94.72548403583794	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
S1M_T04_clean_2	S1M_T04_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2422238.0	0.0	15-151	36.0	53.94219431130015	91.22374432239937	pass	pass	pass	pass	warn	warn	pass	warn	warn	pass	pass
S1M_T05_clean_1	S1M_T05_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2530649.0	0.0	15-151	36.0	46.102891233219786	99.68920265117762	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
S1M_T05_clean_2	S1M_T05_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2530649.0	0.0	15-151	36.0	56.55462084921766	84.13361671255082	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
S1M_T10_clean_1	S1M_T10_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2820030.0	0.0	15-151	36.0	36.900201245976525	100.39178093850066	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
S1M_T10_clean_2	S1M_T10_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2820030.0	0.0	15-151	36.0	43.9341340824119	92.90920273897795	pass	pass	pass	pass	warn	warn	pass	warn	fail	pass	pass
S1M_T15_clean_1	S1M_T15_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3430259.0	0.0	15-151	36.0	40.29480979616819	99.19598811634923	pass	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass
S1M_T15_clean_2	S1M_T15_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3430259.0	0.0	15-151	36.0	49.72542250903775	86.03172763339445	pass	pass	pass	pass	warn	pass	pass	warn	fail	pass	pass
S1M_T20_clean_1	S1M_T20_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3226109.0	0.0	15-151	36.0	42.81222576991039	97.55502278441305	pass	pass	pass	pass	warn	pass	pass	warn	fail	pass	pass
S1M_T20_clean_2	S1M_T20_clean_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3226109.0	0.0	15-151	36.0	48.701806402096096	88.58729602750557	pass	pass	pass	pass	warn	pass	pass	warn	fail	pass	pass
S2I_T01_clean_1	S2I_T01_clean_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3430302.0	0.0	15-151	37.0	58.22830513793309	91.63810241780462	pass	pass	pass	pass	warn	pass	pass	warn	warn	pass	pass
