Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
Phage_Bill_rep2_1	Phage_Bill_rep2_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3777368.0	0.0	151.0	37.0	11.397654911378813	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_Bill_rep2_2	Phage_Bill_rep2_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3777368.0	0.0	151.0	37.0	14.963276206019163	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_Bill_rep3_1	Phage_Bill_rep3_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5440072.0	0.0	151.0	37.0	9.684748879913192	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	warn
Phage_Bill_rep3_2	Phage_Bill_rep3_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5440072.0	0.0	151.0	37.0	12.760030226093633	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	warn
Phage_Bob_rep1_1	Phage_Bob_rep1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4770884.0	0.0	151.0	37.0	11.688116291116849	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_Bob_rep1_2	Phage_Bob_rep1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4770884.0	0.0	151.0	37.0	13.183435295059354	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_Bob_rep2_1	Phage_Bob_rep2_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5264990.0	0.0	151.0	37.0	11.47274275157926	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_Bob_rep2_2	Phage_Bob_rep2_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5264990.0	0.0	151.0	37.0	13.60095652970398	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_Bob_rep3_1	Phage_Bob_rep3_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5040111.0	0.0	151.0	37.0	11.579071488182093	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_Bob_rep3_2	Phage_Bob_rep3_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5040111.0	0.0	151.0	37.0	13.771642038404053	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_CCS4_rep1_1	Phage_CCS4_rep1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5105200.0	0.0	151.0	37.0	23.132775913599694	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_CCS4_rep1_2	Phage_CCS4_rep1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5105200.0	0.0	151.0	36.0	25.197434934766385	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_CCS4_rep2_1	Phage_CCS4_rep2_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3742813.0	0.0	151.0	37.0	25.441614252342482	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_CCS4_rep2_2	Phage_CCS4_rep2_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3742813.0	0.0	151.0	37.0	27.113128082001015	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_CCS4_rep3_1	Phage_CCS4_rep3_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4702843.0	0.0	151.0	37.0	23.988447322015997	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_CCS4_rep3_2	Phage_CCS4_rep3_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4702843.0	0.0	151.0	36.0	26.593337927667964	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_Car_rep1_1	Phage_Car_rep1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4757134.0	0.0	151.0	37.0	18.371480049599324	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_Car_rep1_2	Phage_Car_rep1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4757134.0	0.0	151.0	37.0	20.339832294070053	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_Car_rep2_1	Phage_Car_rep2_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4347062.0	0.0	151.0	37.0	18.141570571935713	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_Car_rep2_2	Phage_Car_rep2_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4347062.0	0.0	151.0	37.0	20.204996867671383	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_Car_rep3_1	Phage_Car_rep3_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4780408.0	0.0	151.0	37.0	18.612280928682228	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_Car_rep3_2	Phage_Car_rep3_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4780408.0	0.0	151.0	37.0	20.576300971228683	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
Phage_Cousins_rep1_1	Phage_Cousins_rep1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4970716.0	0.0	151.0	37.0	19.84650495380232	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_Cousins_rep1_2	Phage_Cousins_rep1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4970716.0	0.0	151.0	37.0	21.83665990109095	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_Cousins_rep2_1	Phage_Cousins_rep2_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2499613.0	0.0	151.0	38.0	23.265345833258625	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_Cousins_rep2_2	Phage_Cousins_rep2_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2499613.0	0.0	151.0	38.0	23.44873385874505	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_Cousins_rep3_1	Phage_Cousins_rep3_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4586426.0	0.0	151.0	37.0	18.39698222474791	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_Cousins_rep3_2	Phage_Cousins_rep3_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4586426.0	0.0	151.0	37.0	21.00119501805525	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_DP15_C1I_T20_1	Phage_DP15_C1I_T20_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4807717.0	0.0	151.0	37.0	30.98378328138946	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_DP15_C1I_T20_2	Phage_DP15_C1I_T20_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4807717.0	0.0	151.0	37.0	33.52192711945406	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_DP15_C1M_T20_1	Phage_DP15_C1M_T20_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5058903.0	0.0	151.0	37.0	32.31838278273188	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_DP15_C1M_T20_2	Phage_DP15_C1M_T20_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5058903.0	0.0	151.0	37.0	34.368588896698064	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_DP15_C2I_T20_1	Phage_DP15_C2I_T20_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5186128.0	0.0	151.0	37.0	36.16061844487789	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	warn
Phage_DP15_C2I_T20_2	Phage_DP15_C2I_T20_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5186128.0	0.0	151.0	37.0	40.01558886822064	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	warn
Phage_DP15_C2M_T20_1	Phage_DP15_C2M_T20_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4883543.0	0.0	151.0	37.0	27.461924060038417	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	warn
Phage_DP15_C2M_T20_2	Phage_DP15_C2M_T20_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4883543.0	0.0	151.0	37.0	30.472867989450986	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_DP15_C3I_T20_1	Phage_DP15_C3I_T20_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3231185.0	0.0	151.0	37.0	44.77242175799266	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_DP15_C3I_T20_2	Phage_DP15_C3I_T20_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3231185.0	0.0	151.0	37.0	46.18264103416403	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_DP15_C3M_T20_1	Phage_DP15_C3M_T20_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3982605.0	0.0	151.0	37.0	31.526682209126278	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	warn
Phage_DP15_C3M_T20_2	Phage_DP15_C3M_T20_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3982605.0	0.0	151.0	36.0	35.311782092177914	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	warn
Phage_DP15_S1I_T20_1	Phage_DP15_S1I_T20_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5774715.0	0.0	151.0	37.0	29.29664011266862	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_DP15_S1I_T20_2	Phage_DP15_S1I_T20_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5774715.0	0.0	151.0	37.0	32.63351211416982	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_DP15_S1M_T20_1	Phage_DP15_S1M_T20_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3901886.0	0.0	151.0	37.0	35.32782367433321	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	warn
Phage_DP15_S1M_T20_2	Phage_DP15_S1M_T20_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3901886.0	0.0	151.0	37.0	39.44141381799893	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	warn
Phage_DP15_S2I_T20_1	Phage_DP15_S2I_T20_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4943351.0	0.0	151.0	37.0	34.823377641560086	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	warn
Phage_DP15_S2I_T20_2	Phage_DP15_S2I_T20_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4943351.0	0.0	151.0	37.0	38.59578342922598	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	warn
Phage_DP15_S2M_T20_1	Phage_DP15_S2M_T20_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4390523.0	0.0	151.0	37.0	33.081490969023676	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_DP15_S2M_T20_2	Phage_DP15_S2M_T20_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4390523.0	0.0	151.0	37.0	36.28350392315344	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_DP15_S3I_T20_1	Phage_DP15_S3I_T20_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3761534.0	0.0	151.0	37.0	32.417805868213904	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_DP15_S3I_T20_2	Phage_DP15_S3I_T20_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3761534.0	0.0	151.0	37.0	35.71780260457621	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_DP15_S3M_T20_1	Phage_DP15_S3M_T20_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6171044.0	0.0	151.0	37.0	31.85921350149507	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	warn
Phage_DP15_S3M_T20_2	Phage_DP15_S3M_T20_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6171044.0	0.0	151.0	37.0	35.177434713773096	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	warn
Phage_Sisters_rep1_1	Phage_Sisters_rep1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4769605.0	0.0	151.0	37.0	20.51334033820306	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_Sisters_rep1_2	Phage_Sisters_rep1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4769605.0	0.0	151.0	37.0	22.161305490177206	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_Sisters_rep2_1	Phage_Sisters_rep2_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4340615.0	0.0	151.0	37.0	20.543273414339037	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_Sisters_rep2_2	Phage_Sisters_rep2_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4340615.0	0.0	151.0	37.0	22.457354320685194	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_Sisters_rep3_1	Phage_Sisters_rep3_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4684032.0	0.0	151.0	37.0	19.89194965942655	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_Sisters_rep3_2	Phage_Sisters_rep3_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4684032.0	0.0	151.0	37.0	22.047785332139256	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
Phage_Ump_rep1_1	Phage_Ump_rep1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3243066.0	0.0	151.0	41.0	7.269545108172479	151.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	fail
Phage_Ump_rep1_2	Phage_Ump_rep1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3243066.0	0.0	151.0	41.0	9.733912668806827	151.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	fail
Phage_Ump_rep2_1	Phage_Ump_rep2_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2738648.0	0.0	151.0	41.0	7.946358850534582	151.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	fail
Phage_Ump_rep2_2	Phage_Ump_rep2_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2738648.0	0.0	151.0	41.0	10.814002096635612	151.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	fail
Phage_Ump_rep3_1	Phage_Ump_rep3_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4522745.0	0.0	151.0	41.0	6.272532504880014	151.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	fail
Phage_Ump_rep3_2	Phage_Ump_rep3_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4522745.0	0.0	151.0	41.0	8.854787200961907	151.0	pass	pass	pass	pass	fail	warn	pass	pass	fail	warn	fail
S1I_T01_1	S1I_T01_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3645409.0	0.0	151.0	38.0	40.48314429904612	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S1I_T01_2	S1I_T01_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3645409.0	0.0	151.0	37.0	40.89870012007061	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S1I_T02_1	S1I_T02_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5235021.0	0.0	151.0	37.0	24.167619211151887	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S1I_T02_2	S1I_T02_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5235021.0	0.0	151.0	37.0	26.576183948265875	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S1I_T03_1	S1I_T03_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4694245.0	0.0	151.0	37.0	16.20252470099089	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S1I_T03_2	S1I_T03_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4694245.0	0.0	151.0	37.0	19.1646443859029	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S1I_T04_1	S1I_T04_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	798393.0	0.0	151.0	40.0	27.211442476285868	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S1I_T04_2	S1I_T04_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	798393.0	0.0	151.0	39.0	26.729544344041322	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S1I_T05_1	S1I_T05_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2315726.0	0.0	151.0	38.0	17.909580853003046	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S1I_T05_2	S1I_T05_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2315726.0	0.0	151.0	38.0	18.220425231653607	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S1I_T10_1	S1I_T10_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3056753.0	0.0	151.0	38.0	16.038756965382248	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S1I_T10_2	S1I_T10_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3056753.0	0.0	151.0	37.0	16.69464769342626	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S1I_T15_1	S1I_T15_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5647531.0	0.0	151.0	37.0	19.052827303366662	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S1I_T15_2	S1I_T15_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	5647531.0	0.0	151.0	37.0	21.90924359208871	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S1I_T20_1	S1I_T20_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4810086.0	0.0	151.0	37.0	18.39703537333104	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S1I_T20_2	S1I_T20_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4810086.0	0.0	151.0	37.0	21.40332892024893	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S1M_T01_1	S1M_T01_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2411618.0	0.0	151.0	37.0	39.01968315442564	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S1M_T01_2	S1M_T01_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2411618.0	0.0	151.0	37.0	38.913352420408465	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S1M_T02_1	S1M_T02_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3562390.0	0.0	151.0	37.0	33.605470056900174	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S1M_T02_2	S1M_T02_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3562390.0	0.0	151.0	37.0	35.52355776959192	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S1M_T03_1	S1M_T03_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3137254.0	0.0	151.0	38.0	33.48941199928503	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S1M_T03_2	S1M_T03_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3137254.0	0.0	151.0	37.0	35.721672684715664	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S1M_T04_1	S1M_T04_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2597168.0	0.0	151.0	37.0	34.3845389775532	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S1M_T04_2	S1M_T04_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2597168.0	0.0	151.0	37.0	34.96693691854932	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	warn	fail
S1M_T05_1	S1M_T05_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2759021.0	0.0	151.0	37.0	30.670418226760642	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S1M_T05_2	S1M_T05_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2759021.0	0.0	151.0	37.0	33.85835047371566	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S1M_T10_1	S1M_T10_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3007304.0	0.0	151.0	37.0	25.97773042963587	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S1M_T10_2	S1M_T10_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3007304.0	0.0	151.0	37.0	26.923014719145726	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S1M_T15_1	S1M_T15_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3730070.0	0.0	151.0	37.0	27.36165957887086	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S1M_T15_2	S1M_T15_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3730070.0	0.0	151.0	37.0	30.20947226271395	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S1M_T20_1	S1M_T20_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3486481.0	0.0	151.0	37.0	28.594064317589023	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S1M_T20_2	S1M_T20_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3486481.0	0.0	151.0	37.0	30.739977316901783	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S2I_T01_1	S2I_T01_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3753549.0	0.0	151.0	37.0	34.72395773908197	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S2I_T01_2	S2I_T01_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3753549.0	0.0	151.0	37.0	37.77143765078235	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S2I_T02_1	S2I_T02_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4713493.0	0.0	151.0	37.0	18.690266693514122	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S2I_T02_2	S2I_T02_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4713493.0	0.0	151.0	37.0	22.508778117000055	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S2I_T03_1	S2I_T03_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4213455.0	0.0	151.0	37.0	13.736375316943624	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S2I_T03_2	S2I_T03_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4213455.0	0.0	151.0	37.0	17.445300264362178	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S2I_T04_1	S2I_T04_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3617712.0	0.0	151.0	37.0	18.964590521771274	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S2I_T04_2	S2I_T04_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3617712.0	0.0	151.0	37.0	21.308643531481362	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S2I_T05_1	S2I_T05_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3875558.0	0.0	151.0	37.0	17.791269189388974	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S2I_T05_2	S2I_T05_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3875558.0	0.0	151.0	37.0	22.02831838434115	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S2I_T10_1	S2I_T10_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3456546.0	0.0	151.0	37.0	17.254566577651865	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S2I_T10_2	S2I_T10_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3456546.0	0.0	151.0	37.0	19.734151039921727	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S2I_T15_1	S2I_T15_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6041615.0	0.0	151.0	37.0	15.51446761365461	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S2I_T15_2	S2I_T15_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	6041615.0	0.0	151.0	37.0	19.20150219799739	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S2I_T20_1	S2I_T20_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3701847.0	0.0	151.0	38.0	18.13002312131066	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S2I_T20_2	S2I_T20_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3701847.0	0.0	151.0	37.0	19.643379664925472	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S2M_T01_1	S2M_T01_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3031748.0	0.0	151.0	37.0	42.14028975854908	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S2M_T01_2	S2M_T01_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3031748.0	0.0	151.0	37.0	40.46691036463168	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S2M_T02_1	S2M_T02_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3777966.0	0.0	151.0	37.0	26.484730803490493	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S2M_T02_2	S2M_T02_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3777966.0	0.0	151.0	37.0	28.89674285485792	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S2M_T03_1	S2M_T03_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4008424.0	0.0	151.0	37.0	30.125092773938082	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
S2M_T03_2	S2M_T03_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	4008424.0	0.0	151.0	37.0	32.743093561827294	151.0	pass	pass	pass	pass	fail	pass	pass	pass	fail	pass	fail
